Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Origin,Food_Supply_Num,Flock_Size_Band,Flock_Size_Num,Flight_Distance_Category,Speed_Category,Altitude_Category,Temperature_Category,Wind_Speed_Category,Visibility_Category,Humidity_Category,Migration_Success_Num,Food_Flock_Interaction,Path,Migration_Behavior_Cluster,Cluster
European Stork,Europe,Grassland,Rainy,Breeding,-44.2503,79.1409,-22.7229,26.4822,592.17,6.89,59.47,2114.29,1418.96,21.29,16.9,53.94,1045.76,9.34,Unsuccessful,52.27,4,5,5,4,Yes,8,Medium,Excellent,No,,Successful,Yes,6.891074089595742,Central,2,Medium,8,Short,Moderate,Medium,Warm,Moderate,Low,Moderate,1,16,"-44.25,79.14 -> -22.72,26.48",Balanced,0
Monarch Butterfly,South America,Wetland,Cloudy,Breeding,54.3497,112.9588,61.9328,85.7803,755.83,24.22,34.51,3057.34,2277.11,3.41,24.62,60.09,981.76,26.17,Unsuccessful,48.56,2,6,8,5,Yes,10,High,Fair,No,,Successful,Yes,7.180116452890166,Central,3,Medium,10,Short,Low,High,Cold,Moderate,Excellent,Moderate,1,30,"54.35,112.96 -> 61.93,85.78",High-Risk,2
Sandhill Crane,Africa,Mountain,Clear,Seasonal,-0.3352,-140.8438,-33.275,153.7095,682.87,20.68,55.02,2440.13,1978.02,17.62,24.35,40.77,1050.0,12.53,Successful,76.85,7,9,5,5,Yes,12,Low,Excellent,No,,Successful,Yes,5.2673553165156815,Northern,1,Medium,12,Short,Moderate,Medium,Mild,Moderate,Good,Moderate,1,12,"-0.34,-140.84 -> -33.28,153.71",High-Risk,2
Osprey,South America,Wetland,Stormy,Climate,36.7327,-125.9401,23.8878,-134.4158,3307.01,59.48,54.3,1511.51,1197.88,5.31,26.02,42.41,1005.51,13.0,Successful,100.0,12,4,6,2,No,1,Medium,Good,Yes,Food Shortage,Unsuccessful,No,,Southern,2,Solo,1,Long,Moderate,Medium,Mild,Moderate,Good,Moderate,0,2,"36.73,-125.94 -> 23.89,-134.42",Balanced,0
European Stork,North America,Coastal,Windy,Food,-24.3852,-68.5629,-30.7398,-52.5846,783.61,46.88,21.1,1113.18,615.65,18.21,10.14,72.3,1010.75,11.94,Unsuccessful,71.83,9,10,2,7,Yes,11,Medium,Good,Yes,Storm,Unsuccessful,No,,Southern,2,Medium,11,Short,Low,Medium,Mild,Low,Good,High,0,22,"-24.39,-68.56 -> -30.74,-52.58",High-Risk,2
European Stork,Europe,Forest,Windy,Food,54.032,-79.0392,72.9323,-104.6749,1761.32,30.08,60.8,2015.71,1381.12,39.26,44.69,47.01,985.32,3.18,Unsuccessful,61.52,12,3,3,3,No,1,Medium,Excellent,Yes,Predator,Unsuccessful,No,,Western,2,Solo,1,Medium,Moderate,Medium,Hot,High,Poor,Moderate,0,2,"54.03,-79.04 -> 72.93,-104.67",High-Risk,2
Osprey,South America,Coastal,Rainy,Shelter,-21.6481,96.0037,-27.3008,16.6936,1416.02,13.68,97.64,2398.94,1996.34,12.68,13.95,47.15,1023.99,10.01,Successful,77.06,2,4,4,2,Yes,4,High,Good,No,,Successful,Yes,5.917578752359021,Northern,3,Small,4,Medium,High,Medium,Mild,Low,Good,Moderate,1,12,"-21.65,96.0 -> -27.3,16.69",High-Altitude Fast,3
Bar-headed Goose,South America,Forest,Clear,Breeding,31.7337,107.1585,7.8014,137.2815,1398.2,27.54,45.19,1608.52,572.12,26.55,23.71,69.45,982.0,13.09,Successful,80.34,9,11,8,3,Yes,19,High,Fair,No,,Successful,Yes,6.760463997616132,Western,3,Medium,19,Medium,Moderate,Medium,Warm,Moderate,Good,High,1,57,"31.73,107.16 -> 7.8,137.28",Balanced,0
Barn Swallow,Europe,Wetland,Cloudy,Breeding,-4.9112,-10.9953,-13.8366,-3.6614,1163.89,80.05,15.0,1674.88,1125.55,5.99,8.66,84.0,1013.77,9.12,Successful,74.15,9,10,8,3,No,1,High,Good,No,,Successful,Yes,3.9296196523332148,Northern,3,Solo,1,Medium,Low,Medium,Mild,Low,Low,Very High,1,3,"-4.91,-11.0 -> -13.84,-3.66",Balanced,0
European Stork,Asia,Mountain,Stormy,Food,-9.2569,-8.2891,-0.1096,-38.8956,1014.99,24.09,46.45,1534.45,1016.08,20.48,15.87,57.18,1018.09,13.95,Successful,72.15,6,8,4,1,Yes,26,High,Good,No,,Successful,Yes,5.723592267203327,Central,3,Large,26,Medium,Moderate,Medium,Warm,Moderate,Good,Moderate,1,78,"-9.26,-8.29 -> -0.11,-38.9",Flock-Oriented,1
Arctic Tern,South America,Coastal,Cloudy,Shelter,-31.1466,6.3661,-33.8139,-25.8108,2271.51,22.94,97.29,3168.67,2349.91,3.98,22.11,76.4,1018.53,5.51,Unsuccessful,76.71,9,1,0,4,Yes,20,Low,Good,Yes,Predator,Unsuccessful,No,,Northern,1,Medium,20,Medium,High,High,Cold,Moderate,Low,High,0,20,"-31.15,6.37 -> -33.81,-25.81",High-Altitude Fast,3
Barn Swallow,South America,Wetland,Stormy,Breeding,49.9141,-159.1416,61.0995,-127.7765,386.93,6.73,35.82,1906.22,824.49,6.34,29.41,31.61,1039.91,14.37,Successful,68.9,2,3,3,0,Yes,13,Medium,Good,Yes,Predator,Unsuccessful,No,,Central,2,Medium,13,Short,Low,Medium,Mild,Moderate,Good,Low,0,26,"49.91,-159.14 -> 61.1,-127.78",Balanced,0
European Stork,North America,Wetland,Cloudy,Seasonal,0.1054,-34.8683,-44.4649,-19.6266,2642.06,23.25,76.71,2286.92,1683.96,24.53,29.13,63.87,1012.29,17.81,Successful,72.51,8,11,3,4,No,1,High,Good,No,,Successful,Yes,3.3545871684952155,Central,3,Solo,1,Long,High,Medium,Warm,Moderate,Good,Moderate,1,3,"0.11,-34.87 -> -44.46,-19.63",High-Altitude Fast,3
Ruby-throated Hummingbird,South America,Grassland,Clear,Climate,-2.9418,-138.8881,29.2681,-114.2626,1181.28,28.4,41.65,1114.36,50.0,16.79,10.11,99.5,1019.06,11.36,Unsuccessful,62.98,10,11,4,4,Yes,23,High,Fair,No,,Successful,Yes,1.0,Western,3,Large,23,Medium,Moderate,Medium,Mild,Low,Good,Very High,1,69,"-2.94,-138.89 -> 29.27,-114.26",Flock-Oriented,1
Ruby-throated Hummingbird,Europe,Mountain,Rainy,Shelter,-41.1442,-124.7143,-42.3179,-177.7409,1690.21,29.78,60.47,1603.79,1233.44,17.37,12.12,60.73,1000.31,7.11,Successful,73.19,5,7,5,2,Yes,11,Medium,Excellent,No,,Successful,Yes,1.0,Central,2,Medium,11,Medium,Moderate,Medium,Mild,Low,Low,Moderate,1,22,"-41.14,-124.71 -> -42.32,-177.74",Balanced,0
Bar-headed Goose,Asia,Grassland,Rainy,Climate,-37.1289,62.9275,-32.008,81.9421,2172.05,50.94,53.81,3180.78,2368.4,18.14,7.02,64.85,1014.3,10.52,Successful,50.93,3,6,8,2,Yes,40,Medium,Good,No,,Successful,Yes,5.308011266128143,Eastern,2,Large,40,Medium,Moderate,High,Mild,Low,Good,Moderate,1,80,"-37.13,62.93 -> -32.01,81.94",Flock-Oriented,1
European Stork,South America,Wetland,Rainy,Shelter,-8.7746,15.072,6.1688,-21.7533,3077.18,83.03,38.03,1759.59,967.55,-1.03,31.57,34.85,1038.15,7.76,Unsuccessful,100.0,1,2,2,3,No,1,Medium,Good,Yes,Food Shortage,Unsuccessful,No,,Western,2,Solo,1,Long,Low,Medium,Cold,High,Low,Low,0,2,"-8.77,15.07 -> 6.17,-21.75",Balanced,0
Barn Swallow,North America,Coastal,Clear,Seasonal,-49.6085,-21.9856,-27.4496,-71.6005,997.02,34.92,37.64,2262.27,1556.36,14.16,37.52,43.98,1029.46,3.95,Successful,69.02,4,8,1,2,No,1,High,Excellent,Yes,Predator,Unsuccessful,No,,Western,3,Solo,1,Short,Low,Medium,Mild,High,Poor,Moderate,0,3,"-49.61,-21.99 -> -27.45,-71.6",Balanced,0
Ruby-throated Hummingbird,Europe,Grassland,Windy,Climate,19.8624,88.0543,40.0033,86.9495,1184.42,13.99,75.07,1015.27,286.9,17.97,10.91,60.75,1041.5,19.82,Successful,100.0,10,1,2,3,No,1,Medium,Good,No,,Successful,Yes,6.20271033404452,Northern,2,Solo,1,Medium,High,Medium,Mild,Low,Good,Moderate,1,2,"19.86,88.05 -> 40.0,86.95",Balanced,0
Barn Swallow,Asia,Coastal,Cloudy,Climate,-31.6098,27.57,-46.4176,44.4518,631.14,4.26,78.91,1809.61,1487.15,21.55,22.66,34.26,1031.97,6.01,Unsuccessful,86.66,11,2,4,4,Yes,19,Medium,Excellent,No,,Successful,Yes,3.1299177868268826,Central,2,Medium,19,Short,High,Medium,Warm,Moderate,Low,Low,1,38,"-31.61,27.57 -> -46.42,44.45",Balanced,0
Ruby-throated Hummingbird,North America,Forest,Windy,Seasonal,35.9156,-80.6947,5.2835,-79.5206,1852.03,13.59,61.1,491.6,50.0,-5.7,58.44,62.2,1009.4,20.3,Unsuccessful,100.0,8,12,2,3,Yes,17,Low,Excellent,Yes,Injury,Unsuccessful,No,,Western,1,Medium,17,Medium,Moderate,Low,Cold,Very High,Excellent,Moderate,0,17,"35.92,-80.69 -> 5.28,-79.52",High-Risk,2
Ruby-throated Hummingbird,Europe,Wetland,Rainy,Seasonal,25.9051,55.4909,34.4551,58.2565,4598.54,117.83,39.04,1466.26,1017.32,27.38,17.7,73.25,1042.82,15.98,Unsuccessful,86.49,4,6,4,2,No,1,High,Good,No,,Successful,Yes,2.2707296142550257,Eastern,3,Solo,1,Long,Low,Medium,Warm,Moderate,Good,High,1,3,"25.91,55.49 -> 34.46,58.26",Balanced,0
Osprey,North America,Wetland,Cloudy,Seasonal,3.9454,-72.3419,25.0118,-113.2018,1119.02,29.23,53.2,1781.99,826.37,8.58,19.13,39.79,1020.87,19.36,Successful,91.55,4,5,8,3,Yes,10,Medium,Excellent,No,,Successful,Yes,5.715684074875468,Southern,2,Medium,10,Medium,Moderate,Medium,Mild,Moderate,Good,Moderate,1,20,"3.95,-72.34 -> 25.01,-113.2",Balanced,0
Bar-headed Goose,Europe,Coastal,Rainy,Food,-29.7081,-132.2791,-21.0732,158.6262,1313.52,14.85,51.14,2454.21,1439.06,23.0,24.73,52.1,1022.46,10.33,Unsuccessful,58.92,11,3,3,1,Yes,46,High,Excellent,No,,Successful,Yes,5.640080507119526,Western,3,Large,46,Medium,Moderate,Medium,Warm,Moderate,Good,Moderate,1,138,"-29.71,-132.28 -> -21.07,158.63",Flock-Oriented,1
Sandhill Crane,Asia,Coastal,Rainy,Breeding,41.7848,154.8246,3.8637,170.5333,1950.38,32.28,63.15,1688.8,667.05,18.71,36.88,50.23,998.88,7.81,Unsuccessful,44.81,8,11,5,3,No,1,High,Good,Yes,Injury,Unsuccessful,No,,Central,3,Solo,1,Medium,Moderate,Medium,Mild,High,Low,Moderate,0,3,"41.78,154.82 -> 3.86,170.53",Balanced,0
Osprey,Asia,Forest,Cloudy,Climate,69.0374,113.3909,75.0,121.7794,1429.3,32.92,53.26,1744.3,1333.91,26.71,20.15,41.09,1045.97,8.23,Unsuccessful,46.73,10,12,5,2,No,1,High,Fair,Yes,Lost Signal,Unsuccessful,No,,Northern,3,Solo,1,Medium,Moderate,Medium,Warm,Moderate,Low,Moderate,0,3,"69.04,113.39 -> 75.0,121.78",Balanced,0
Osprey,Asia,Wetland,Rainy,Climate,33.8885,16.1082,24.1876,-1.1598,2335.88,46.27,45.37,1185.87,832.79,32.07,33.31,56.67,991.76,13.44,Successful,100.0,5,6,3,4,No,1,Medium,Good,Yes,Predator,Unsuccessful,No,,Central,2,Solo,1,Medium,Moderate,Medium,Warm,High,Good,Moderate,0,2,"33.89,16.11 -> 24.19,-1.16",Balanced,0
Ruby-throated Hummingbird,Asia,Coastal,Clear,Food,35.7453,-137.4426,50.9365,-153.3103,1462.67,37.2,45.68,1695.35,1106.45,18.8,27.33,55.4,970.24,9.99,Unsuccessful,69.05,11,1,1,1,Yes,31,Medium,Good,No,,Successful,Yes,5.254395532042064,Eastern,2,Large,31,Medium,Moderate,Medium,Mild,Moderate,Low,Moderate,1,62,"35.75,-137.44 -> 50.94,-153.31",Flock-Oriented,1
Sandhill Crane,South America,Wetland,Windy,Food,-30.4779,-25.3577,-65.0277,-22.0914,2573.21,46.76,52.26,2280.32,2032.25,20.5,18.24,100.0,1001.09,8.86,Unsuccessful,81.12,6,9,7,3,Yes,9,Medium,Excellent,No,,Successful,Yes,4.686905768096253,Western,2,Medium,9,Long,Moderate,Medium,Warm,Moderate,Low,Very High,1,18,"-30.48,-25.36 -> -65.03,-22.09",Balanced,0
Arctic Tern,Africa,Wetland,Cloudy,Climate,-4.6365,25.7687,20.3185,11.0321,1162.42,26.11,81.55,200.0,50.0,-2.93,4.89,31.16,1027.19,17.96,Successful,65.98,9,10,3,2,Yes,11,Low,Excellent,Yes,Injury,Unsuccessful,No,,Northern,1,Medium,11,Medium,High,Low,Cold,Low,Good,Low,0,11,"-4.64,25.77 -> 20.32,11.03",Balanced,0
Sandhill Crane,South America,Grassland,Clear,Climate,-44.6281,-56.98,-26.8556,-32.3739,1581.9,12.95,87.18,2353.12,1979.18,11.15,12.85,42.89,1015.97,13.09,Successful,98.28,11,2,6,2,No,1,Medium,Good,No,,Successful,Yes,6.178350225911467,Northern,2,Solo,1,Medium,High,Medium,Mild,Low,Good,Moderate,1,2,"-44.63,-56.98 -> -26.86,-32.37",High-Altitude Fast,3
Ruby-throated Hummingbird,South America,Coastal,Windy,Seasonal,-44.7149,-104.4481,-52.6787,-78.337,886.92,21.49,63.67,1556.11,499.18,9.39,8.54,29.3,993.19,22.69,Unsuccessful,83.88,5,9,8,3,No,1,Medium,Good,Yes,Injury,Unsuccessful,No,,Western,2,Solo,1,Short,Moderate,Medium,Mild,Low,Excellent,Low,0,2,"-44.71,-104.45 -> -52.68,-78.34",Balanced,0
Barn Swallow,Asia,Mountain,Clear,Food,0.8537,2.4807,23.8491,-0.6641,1051.59,6.71,59.58,1681.89,615.84,17.47,35.05,59.84,1003.12,8.46,Successful,77.48,10,12,2,6,Yes,4,Low,Fair,No,,Successful,Yes,2.769285213926652,Southern,1,Small,4,Medium,Moderate,Medium,Mild,High,Low,Moderate,1,4,"0.85,2.48 -> 23.85,-0.66",High-Risk,2
Bar-headed Goose,South America,Coastal,Windy,Seasonal,-23.7068,131.5266,-20.593,123.5344,1597.21,46.73,40.5,1514.32,950.06,17.49,18.15,57.96,1027.23,7.8,Successful,82.57,8,11,3,1,Yes,8,Medium,Fair,Yes,Injury,Unsuccessful,No,,Southern,2,Medium,8,Medium,Moderate,Medium,Mild,Moderate,Low,Moderate,0,16,"-23.71,131.53 -> -20.59,123.53",Balanced,0
Ruby-throated Hummingbird,North America,Mountain,Cloudy,Breeding,25.6999,-62.0346,40.5993,-52.775,1502.32,30.74,49.95,1382.02,295.54,17.06,36.2,64.57,986.99,5.96,Successful,80.08,6,7,2,2,No,1,Medium,Excellent,No,,Successful,Yes,4.004689724265797,Western,2,Solo,1,Medium,Moderate,Medium,Mild,High,Low,Moderate,1,2,"25.7,-62.03 -> 40.6,-52.77",Balanced,0
Barn Swallow,Asia,Coastal,Clear,Climate,61.5051,126.5397,59.2756,25.6427,2574.29,50.73,55.62,1002.98,740.9,20.89,10.0,54.47,999.04,12.04,Unsuccessful,88.4,10,1,1,1,Yes,6,High,Excellent,No,,Successful,Yes,4.916452305680463,Southern,3,Medium,6,Long,Moderate,Medium,Warm,Low,Good,Moderate,1,18,"61.51,126.54 -> 59.28,25.64",Balanced,0
European Stork,Asia,Mountain,Clear,Shelter,-1.3558,-40.8484,-14.2659,-43.1614,1803.62,17.21,72.46,1209.8,319.29,37.5,48.91,83.29,1039.19,17.26,Unsuccessful,85.12,6,7,4,4,Yes,26,High,Excellent,Yes,Predator,Unsuccessful,No,,Southern,3,Large,26,Medium,High,Medium,Hot,High,Good,Very High,0,78,"-1.36,-40.85 -> -14.27,-43.16",Flock-Oriented,1
Osprey,Europe,Wetland,Clear,Breeding,-39.2102,-74.3835,-6.7001,-130.7195,1405.51,26.76,51.03,1072.72,778.95,25.21,21.71,65.32,1001.31,16.73,Unsuccessful,100.0,9,12,3,4,No,1,High,Good,No,,Successful,Yes,3.99094734149559,Southern,3,Solo,1,Medium,Moderate,Medium,Warm,Moderate,Good,High,1,3,"-39.21,-74.38 -> -6.7,-130.72",Balanced,0
Osprey,North America,Wetland,Clear,Breeding,-29.1897,123.9078,-20.7572,138.633,1157.53,33.62,42.61,2190.9,1785.18,23.79,25.0,86.14,1030.31,20.5,Successful,67.82,1,4,3,4,Yes,28,High,Excellent,No,,Successful,Yes,7.279158868277182,Southern,3,Large,28,Medium,Moderate,Medium,Warm,Moderate,Excellent,Very High,1,84,"-29.19,123.91 -> -20.76,138.63",Flock-Oriented,1
Sandhill Crane,Asia,Coastal,Clear,Breeding,2.192,-138.1008,-22.8742,-106.494,1631.26,32.24,52.9,2753.76,2308.49,18.41,14.71,81.82,986.79,17.63,Successful,77.92,11,2,3,1,No,1,Low,Good,Yes,Lost Signal,Unsuccessful,No,,Western,1,Solo,1,Medium,Moderate,High,Mild,Low,Good,Very High,0,1,"2.19,-138.1 -> -22.87,-106.49",Balanced,0
Arctic Tern,North America,Mountain,Cloudy,Seasonal,2.8781,89.8844,5.4964,0.7263,2510.5,32.07,72.95,1531.1,1250.41,18.55,18.04,49.62,1013.23,10.55,Successful,58.5,12,2,7,2,No,1,Medium,Good,No,,Successful,Yes,5.524970831403108,Northern,2,Solo,1,Long,High,Medium,Mild,Moderate,Good,Moderate,1,2,"2.88,89.88 -> 5.5,0.73",Balanced,0
Bar-headed Goose,Europe,Coastal,Cloudy,Shelter,13.2399,-8.2459,25.7613,15.3509,1033.83,25.89,67.28,1426.46,518.91,22.11,19.83,33.78,1020.45,13.96,Successful,100.0,12,2,3,3,No,1,Medium,Fair,No,,Successful,Yes,6.807857072133046,Central,2,Solo,1,Medium,Moderate,Medium,Warm,Moderate,Good,Low,1,2,"13.24,-8.25 -> 25.76,15.35",Balanced,0
Sandhill Crane,Europe,Forest,Cloudy,Climate,57.7436,-143.0232,75.0,-146.721,6881.01,115.22,60.89,1706.46,663.91,18.31,9.97,72.8,989.95,18.0,Successful,77.44,11,2,3,3,Yes,13,Medium,Excellent,No,,Successful,Yes,4.558319724156596,Western,2,Medium,13,Very Long,Moderate,Medium,Mild,Low,Good,High,1,26,"57.74,-143.02 -> 75.0,-146.72",Balanced,0
Monarch Butterfly,Asia,Grassland,Clear,Food,58.9209,59.2151,75.0,76.5949,710.7,19.79,55.44,1055.82,489.05,33.92,35.22,55.32,1019.38,8.67,Unsuccessful,78.04,9,12,5,4,No,1,High,Poor,Yes,Food Shortage,Unsuccessful,No,,Northern,3,Solo,1,Short,Moderate,Medium,Warm,High,Low,Moderate,0,3,"58.92,59.22 -> 75.0,76.59",Balanced,0
Barn Swallow,Africa,Wetland,Clear,Shelter,25.081,-44.1635,36.2536,-9.3349,961.5,14.79,43.79,2029.19,1503.47,10.76,5.09,67.67,1012.86,7.18,Successful,68.05,9,12,2,2,No,1,High,Excellent,Yes,Injury,Unsuccessful,No,,Eastern,3,Solo,1,Short,Moderate,Medium,Mild,Low,Low,High,0,3,"25.08,-44.16 -> 36.25,-9.33",Balanced,0
Bar-headed Goose,North America,Forest,Clear,Food,-35.6851,87.3503,-48.8489,95.0806,1163.65,23.03,51.38,1708.92,1299.72,24.51,8.28,55.77,1012.86,13.46,Successful,91.16,12,1,0,1,No,1,Medium,Good,Yes,Predator,Unsuccessful,No,,Northern,2,Solo,1,Medium,Moderate,Medium,Warm,Low,Good,Moderate,0,2,"-35.69,87.35 -> -48.85,95.08",Balanced,0
Bar-headed Goose,North America,Coastal,Clear,Climate,-34.0882,4.9034,-38.0206,9.7824,2510.93,51.22,46.31,393.43,170.05,11.75,13.81,71.6,1030.87,11.32,Successful,50.55,9,10,8,1,Yes,25,Medium,Fair,No,,Successful,Yes,4.1403731252782805,Northern,2,Large,25,Long,Moderate,Low,Mild,Low,Good,High,1,50,"-34.09,4.9 -> -38.02,9.78",Flock-Oriented,1
Monarch Butterfly,Europe,Wetland,Cloudy,Food,-17.5612,103.7,5.9131,63.0471,3348.3,80.79,40.8,2158.83,1863.96,21.86,15.63,33.74,1008.3,14.85,Successful,75.69,4,6,8,5,No,1,Low,Excellent,Yes,Predator,Unsuccessful,No,,Western,1,Solo,1,Long,Moderate,Medium,Warm,Moderate,Good,Low,0,1,"-17.56,103.7 -> 5.91,63.05",High-Risk,2
Bar-headed Goose,Africa,Grassland,Clear,Food,35.5847,-161.9386,23.0265,167.5265,1248.7,44.81,43.07,923.51,644.43,22.86,34.19,78.26,994.04,7.59,Successful,42.24,2,4,5,1,No,1,Medium,Good,No,,Successful,Yes,4.740309845771533,Southern,2,Solo,1,Medium,Moderate,Low,Warm,High,Low,High,1,2,"35.58,-161.94 -> 23.03,167.53",Balanced,0
Monarch Butterfly,North America,Forest,Cloudy,Shelter,50.0721,-5.0573,53.7707,65.0583,930.03,24.49,51.99,1642.85,593.36,21.92,21.74,62.04,1045.15,12.71,Successful,63.74,12,3,5,2,Yes,18,Low,Fair,No,,Successful,Yes,8.843762378834498,Eastern,1,Medium,18,Short,Moderate,Medium,Warm,Moderate,Good,Moderate,1,18,"50.07,-5.06 -> 53.77,65.06",Balanced,0
European Stork,Europe,Grassland,Windy,Food,26.7929,0.0126,18.1045,34.8404,910.85,15.76,63.36,1536.29,567.11,16.35,8.07,56.94,1039.55,10.04,Unsuccessful,37.13,2,5,3,3,No,1,Medium,Good,Yes,Lost Signal,Unsuccessful,No,,Southern,2,Solo,1,Short,Moderate,Medium,Mild,Low,Good,Moderate,0,2,"26.79,0.01 -> 18.1,34.84",Balanced,0
Monarch Butterfly,Europe,Coastal,Clear,Shelter,50.5921,120.7767,44.9168,136.9913,2537.7,45.0,56.3,2241.75,1394.27,7.18,10.98,81.89,1012.86,10.29,Successful,51.84,11,12,5,3,Yes,23,Medium,Fair,No,,Successful,Yes,5.055936294834465,Southern,2,Large,23,Long,Moderate,Medium,Mild,Low,Good,Very High,1,46,"50.59,120.78 -> 44.92,136.99",Flock-Oriented,1
Barn Swallow,South America,Mountain,Clear,Climate,-25.0459,121.8123,-29.1795,88.289,764.46,7.91,52.96,1460.98,753.6,14.93,9.34,37.93,1028.37,12.17,Successful,69.44,12,1,2,4,Yes,17,Low,Fair,Yes,Injury,Unsuccessful,No,,Western,1,Medium,17,Short,Moderate,Medium,Mild,Low,Good,Moderate,0,17,"-25.05,121.81 -> -29.18,88.29",Balanced,0
Monarch Butterfly,Asia,Grassland,Rainy,Breeding,30.0667,-6.8526,34.1611,5.5932,1767.79,23.9,61.54,2686.41,1635.54,22.33,30.19,16.22,1010.4,2.58,Successful,42.62,1,5,3,4,Yes,19,High,Good,Yes,Lost Signal,Unsuccessful,No,,Western,3,Medium,19,Medium,Moderate,High,Warm,High,Poor,Low,0,57,"30.07,-6.85 -> 34.16,5.59",Balanced,0
Sandhill Crane,South America,Mountain,Cloudy,Shelter,-20.8828,-76.2402,-23.3708,-91.4432,1857.92,59.29,34.8,2513.18,1943.9,-1.55,20.94,47.98,1011.09,9.38,Unsuccessful,79.08,10,1,2,1,Yes,39,Medium,Excellent,Yes,Storm,Unsuccessful,No,,Northern,2,Large,39,Medium,Low,High,Cold,Moderate,Low,Moderate,0,78,"-20.88,-76.24 -> -23.37,-91.44",Flock-Oriented,1
Barn Swallow,Europe,Coastal,Clear,Food,26.8967,-20.321,-2.1498,57.6327,1816.56,98.27,18.61,1744.13,998.74,21.4,11.27,62.78,1012.62,9.71,Successful,83.91,8,9,4,1,Yes,21,High,Excellent,No,,Successful,Yes,4.985450857649302,Central,3,Large,21,Medium,Low,Medium,Warm,Low,Low,Moderate,1,63,"26.9,-20.32 -> -2.15,57.63",Flock-Oriented,1
Bar-headed Goose,Africa,Mountain,Windy,Seasonal,-51.4631,76.564,-29.3618,125.0353,973.07,31.85,29.75,3126.04,2524.53,15.74,39.87,69.85,1020.71,12.97,Unsuccessful,97.51,5,9,8,0,Yes,25,High,Excellent,No,,Successful,Yes,5.791164550021758,Eastern,3,Large,25,Short,Low,High,Mild,High,Good,High,1,75,"-51.46,76.56 -> -29.36,125.04",Flock-Oriented,1
Osprey,South America,Coastal,Stormy,Seasonal,21.225,-143.8219,41.209,-172.9852,752.9,2.0,64.9,1525.01,493.87,6.77,23.06,81.55,1010.36,7.32,Successful,53.38,7,9,8,3,Yes,8,Medium,Good,Yes,Food Shortage,Unsuccessful,No,,Southern,2,Medium,8,Short,Moderate,Medium,Mild,Moderate,Low,Very High,0,16,"21.22,-143.82 -> 41.21,-172.99",Balanced,0
Monarch Butterfly,North America,Grassland,Windy,Breeding,56.2999,162.301,60.0441,136.637,1501.96,18.1,86.16,1290.29,849.4,19.51,61.43,83.54,1034.47,12.43,Successful,84.59,6,9,2,2,Yes,21,High,Excellent,No,,Successful,Yes,3.243367520415451,Northern,3,Large,21,Medium,High,Medium,Mild,Very High,Good,Very High,1,63,"56.3,162.3 -> 60.04,136.64",Flock-Oriented,1
Osprey,Africa,Coastal,Windy,Breeding,-22.2636,46.8356,0.2999,38.9375,2110.15,60.44,49.44,2974.45,2149.3,32.17,14.22,66.53,1000.3,5.82,Successful,71.71,10,12,1,7,Yes,68,Medium,Excellent,Yes,Predator,Unsuccessful,No,,Eastern,2,Very Large,68,Medium,Moderate,High,Warm,Low,Low,High,0,136,"-22.26,46.84 -> 0.3,38.94",Flock-Oriented,1
Monarch Butterfly,South America,Forest,Rainy,Food,53.0576,-24.9503,66.4232,20.2035,1222.37,24.57,64.93,2318.97,1538.26,28.38,20.12,71.42,1019.9,10.68,Successful,47.19,5,6,4,5,No,1,Medium,Excellent,Yes,Injury,Unsuccessful,No,,Western,2,Solo,1,Medium,Moderate,Medium,Warm,Moderate,Good,High,0,2,"53.06,-24.95 -> 66.42,20.2",High-Risk,2
Osprey,Asia,Coastal,Stormy,Food,-48.1822,31.9976,-33.8374,70.5269,2129.1,74.79,28.15,2378.97,1833.78,10.42,19.71,37.07,1024.08,1.0,Successful,47.73,2,5,3,2,Yes,15,High,Good,No,,Successful,Yes,6.3180717582455035,Northern,3,Medium,15,Medium,Low,Medium,Mild,Moderate,Poor,Moderate,1,45,"-48.18,32.0 -> -33.84,70.53",Balanced,0
Monarch Butterfly,Asia,Coastal,Cloudy,Food,26.9365,133.7855,32.8114,57.5027,1383.93,50.42,29.2,2291.52,1502.44,37.43,12.6,70.64,1019.05,14.81,Successful,87.9,5,7,0,2,No,1,High,Good,Yes,Lost Signal,Unsuccessful,No,,Southern,3,Solo,1,Medium,Low,Medium,Hot,Low,Good,High,0,3,"26.94,133.79 -> 32.81,57.5",Balanced,0
Arctic Tern,Europe,Coastal,Windy,Climate,-2.5529,-33.211,11.1104,-18.504,2088.33,36.16,54.71,2310.02,1646.67,23.3,23.04,71.12,1020.46,3.19,Successful,52.37,7,8,3,5,No,1,Medium,Excellent,Yes,Food Shortage,Unsuccessful,No,,Central,2,Solo,1,Medium,Moderate,Medium,Warm,Moderate,Poor,High,0,2,"-2.55,-33.21 -> 11.11,-18.5",High-Risk,2
